BilledCost,BillingAccountId,BillingAccountName,BillingAccountType,BillingCurrency,BillingPeriodEnd,BillingPeriodStart,ChargeCategory,ChargeClass,ChargeDescription,ChargeFrequency,ChargePeriodEnd,ChargePeriodStart,CommitmentDiscountCategory,CommitmentDiscountId,CommitmentDiscountName,CommitmentDiscountStatus,CommitmentDiscountType,ConsumedQuantity,ConsumedUnit,ContractedCost,ContractedUnitPrice,EffectiveCost,InvoiceIssuerName,ListCost,ListUnitPrice,PricingCategory,PricingQuantity,PricingUnit,ProviderName,PublisherName,RegionId,RegionName,ResourceId,ResourceName,ResourceType,ServiceCategory,ServiceName,SkuId,SkuPriceId,SubAccountId,SubAccountName,SubAccountType,Tags,x_AccountId,x_AccountName,x_AccountOwnerId,x_BilledCostInUsd,x_BilledUnitPrice,x_BillingAccountId,x_BillingAccountName,x_BillingExchangeRate,x_BillingExchangeRateDate,x_BillingProfileId,x_BillingProfileName,x_ContractedCostInUsd,x_CostAllocationRuleName,x_CostCenter,x_CustomerId,x_CustomerName,x_EffectiveCostInUsd,x_EffectiveUnitPrice,x_InvoiceId,x_InvoiceIssuerId,x_InvoiceSectionId,x_InvoiceSectionName,x_ListCostInUsd,x_PartnerCreditApplied,x_PartnerCreditRate,x_PricingBlockSize,x_PricingCurrency,x_PricingSubcategory,x_PricingUnitDescription,x_PublisherCategory,x_PublisherId,x_ResellerId,x_ResellerName,x_ResourceGroupName,x_ResourceType,x_ServicePeriodEnd,x_ServicePeriodStart,x_SkuDescription,x_SkuDetails,x_SkuIsCreditEligible,x_SkuMeterCategory,x_SkuMeterId,x_SkuMeterName,x_SkuMeterSubcategory,x_SkuOfferId,x_SkuOrderId,x_SkuOrderName,x_SkuPartNumber,x_SkuRegion,x_SkuServiceFamily,x_SkuTerm,x_SkuTier,_ingested_at,_source_system,_source_api,_watermark,_batch_id,_data_class
0.046223,EA-7654321,Contoso Enterprise Agreement,EA,USD,2026-08-01T00:00:00Z,2026-07-01T00:00:00Z,Usage,,gpt-4.1-mini Input Tokens,Usage-Based,2026-07-15T00:00:00Z,2026-07-14T00:00:00Z,,,,,,135951,Tokens,0.046223,0.00034,0.046223,Microsoft,0.05438,0.0004,Standard,135.951,1K Tokens,Microsoft,Microsoft,eastus2,East US 2,/subscriptions/68837237-5a48-41a9-bed4-947f5c277684/resourceGroups/rg-aoai-prod/providers/Microsoft.CognitiveServices/accounts/aoai-datascience-dev,aoai-datascience-dev,AI and Machine Learning,AI and Machine Learning,Azure OpenAI Service,gpt-4.1-mini-input,9d25a9f8-1c8e-5e82-949f-a69580f18e8d,68837237-5a48-41a9-bed4-947f5c277684,Contoso AI Platform,Subscription,"{""app"":""APP-DSNB"",""bu"":""BU-PLATFORM"",""env"":""ENV-DEV""}",EA-ACCOUNT-1001,AI Platform Account,finops-owner@contoso.example,0.046223,0.00034,EA-7654321,Contoso Enterprise Agreement,1,2026-07-01,EA-7654321,Contoso Enterprise Agreement,0.046223,,CC-3000,,,0.046223,0.00034,,,EA-DEPT-042,AI and Data,0.05438,,,1000,USD,On Demand,1K Tokens,Cloud Provider,Microsoft,,,rg-aoai-prod,microsoft.cognitiveservices/accounts,2026-07-15T00:00:00Z,2026-07-14T00:00:00Z,gpt-4.1-mini Input Tokens,"{""model"":""gpt-4.1-mini"",""tokenType"":""Input""}",True,Azure OpenAI,9d25a9f8-1c8e-5e82-949f-a69580f18e8d,gpt-4.1-mini Input Tokens,gpt-4.1-mini,MS-AZR-0017P,,,AOAI-GPT-4.1-MINI-INPUT,East US 2,AI + Machine Learning,,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.exports.focus-1.0r2,2026-07-14,batch-2026-09-04,MOCK
0.016901,EA-7654321,Contoso Enterprise Agreement,EA,USD,2026-08-01T00:00:00Z,2026-07-01T00:00:00Z,Usage,,gpt-4.1-mini Output Tokens,Usage-Based,2026-07-15T00:00:00Z,2026-07-14T00:00:00Z,,,,,,12427,Tokens,0.016901,0.00136,0.016901,Microsoft,0.019883,0.0016,Standard,12.427,1K Tokens,Microsoft,Microsoft,eastus2,East US 2,/subscriptions/68837237-5a48-41a9-bed4-947f5c277684/resourceGroups/rg-aoai-prod/providers/Microsoft.CognitiveServices/accounts/aoai-datascience-dev,aoai-datascience-dev,AI and Machine Learning,AI and Machine Learning,Azure OpenAI Service,gpt-4.1-mini-output,ce8b7b6e-f4d1-5b56-beca-4ea97224f27b,68837237-5a48-41a9-bed4-947f5c277684,Contoso AI Platform,Subscription,"{""app"":""APP-DSNB"",""bu"":""BU-PLATFORM"",""env"":""ENV-DEV""}",EA-ACCOUNT-1001,AI Platform Account,finops-owner@contoso.example,0.016901,0.00136,EA-7654321,Contoso Enterprise Agreement,1,2026-07-01,EA-7654321,Contoso Enterprise Agreement,0.016901,,CC-3000,,,0.016901,0.00136,,,EA-DEPT-042,AI and Data,0.019883,,,1000,USD,On Demand,1K Tokens,Cloud Provider,Microsoft,,,rg-aoai-prod,microsoft.cognitiveservices/accounts,2026-07-15T00:00:00Z,2026-07-14T00:00:00Z,gpt-4.1-mini Output Tokens,"{""model"":""gpt-4.1-mini"",""tokenType"":""Output""}",True,Azure OpenAI,ce8b7b6e-f4d1-5b56-beca-4ea97224f27b,gpt-4.1-mini Output Tokens,gpt-4.1-mini,MS-AZR-0017P,,,AOAI-GPT-4.1-MINI-OUTPUT,East US 2,AI + Machine Learning,,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.exports.focus-1.0r2,2026-07-14,batch-2026-09-04,MOCK
0.001017,EA-7654321,Contoso Enterprise Agreement,EA,USD,2026-08-01T00:00:00Z,2026-07-01T00:00:00Z,Usage,,gpt-4.1-mini Cached Input Tokens,Usage-Based,2026-07-15T00:00:00Z,2026-07-14T00:00:00Z,,,,,,11969,Tokens,0.001017,8.5e-05,0.001017,Microsoft,0.001197,0.0001,Standard,11.969,1K Tokens,Microsoft,Microsoft,eastus2,East US 2,/subscriptions/68837237-5a48-41a9-bed4-947f5c277684/resourceGroups/rg-aoai-prod/providers/Microsoft.CognitiveServices/accounts/aoai-mobile-test,aoai-mobile-test,AI and Machine Learning,AI and Machine Learning,Azure OpenAI Service,gpt-4.1-mini-cached,a3f1d0b2-6d52-5c74-8f0a-19a2f1cbb6d4,68837237-5a48-41a9-bed4-947f5c277684,Contoso AI Platform,Subscription,"{""app"":""APP-MOBILE"",""bu"":""BU-RETAIL"",""env"":""ENV-TEST""}",EA-ACCOUNT-1001,AI Platform Account,finops-owner@contoso.example,0.001017,8.5e-05,EA-7654321,Contoso Enterprise Agreement,1,2026-07-01,EA-7654321,Contoso Enterprise Agreement,0.001017,,CC-4000,,,0.001017,8.5e-05,,,EA-DEPT-042,AI and Data,0.001197,,,1000,USD,On Demand,1K Tokens,Cloud Provider,Microsoft,,,rg-aoai-prod,microsoft.cognitiveservices/accounts,2026-07-15T00:00:00Z,2026-07-14T00:00:00Z,gpt-4.1-mini Cached Input Tokens,"{""model"":""gpt-4.1-mini"",""tokenType"":""Cached""}",True,Azure OpenAI,a3f1d0b2-6d52-5c74-8f0a-19a2f1cbb6d4,gpt-4.1-mini Cached Input Tokens,gpt-4.1-mini,MS-AZR-0017P,,,AOAI-GPT-4.1-MINI-CACHED,East US 2,AI + Machine Learning,,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.exports.focus-1.0r2,2026-07-14,batch-2026-09-04,MOCK
0.120257,EA-7654321,Contoso Enterprise Agreement,EA,USD,2026-08-01T00:00:00Z,2026-07-01T00:00:00Z,Usage,,gpt-4.1-mini Input Tokens,Usage-Based,2026-07-15T00:00:00Z,2026-07-14T00:00:00Z,,,,,,353696,Tokens,0.120257,0.00034,0.120257,Microsoft,0.141478,0.0004,Standard,353.696,1K Tokens,Microsoft,Microsoft,eastus2,East US 2,/subscriptions/68837237-5a48-41a9-bed4-947f5c277684/resourceGroups/rg-aoai-prod/providers/Microsoft.CognitiveServices/accounts/aoai-mobile-test,aoai-mobile-test,AI and Machine Learning,AI and Machine Learning,Azure OpenAI Service,gpt-4.1-mini-input,9d25a9f8-1c8e-5e82-949f-a69580f18e8d,68837237-5a48-41a9-bed4-947f5c277684,Contoso AI Platform,Subscription,"{""app"":""APP-MOBILE"",""bu"":""BU-RETAIL"",""env"":""ENV-TEST""}",EA-ACCOUNT-1001,AI Platform Account,finops-owner@contoso.example,0.120257,0.00034,EA-7654321,Contoso Enterprise Agreement,1,2026-07-01,EA-7654321,Contoso Enterprise Agreement,0.120257,,CC-4000,,,0.120257,0.00034,,,EA-DEPT-042,AI and Data,0.141478,,,1000,USD,On Demand,1K Tokens,Cloud Provider,Microsoft,,,rg-aoai-prod,microsoft.cognitiveservices/accounts,2026-07-15T00:00:00Z,2026-07-14T00:00:00Z,gpt-4.1-mini Input Tokens,"{""model"":""gpt-4.1-mini"",""tokenType"":""Input""}",True,Azure OpenAI,9d25a9f8-1c8e-5e82-949f-a69580f18e8d,gpt-4.1-mini Input Tokens,gpt-4.1-mini,MS-AZR-0017P,,,AOAI-GPT-4.1-MINI-INPUT,East US 2,AI + Machine Learning,,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.exports.focus-1.0r2,2026-07-14,batch-2026-09-04,MOCK
0.066322,EA-7654321,Contoso Enterprise Agreement,EA,USD,2026-08-01T00:00:00Z,2026-07-01T00:00:00Z,Usage,,gpt-4.1-mini Output Tokens,Usage-Based,2026-07-15T00:00:00Z,2026-07-14T00:00:00Z,,,,,,48766,Tokens,0.066322,0.00136,0.066322,Microsoft,0.078026,0.0016,Standard,48.766,1K Tokens,Microsoft,Microsoft,eastus2,East US 2,/subscriptions/68837237-5a48-41a9-bed4-947f5c277684/resourceGroups/rg-aoai-prod/providers/Microsoft.CognitiveServices/accounts/aoai-mobile-test,aoai-mobile-test,AI and Machine Learning,AI and Machine Learning,Azure OpenAI Service,gpt-4.1-mini-output,ce8b7b6e-f4d1-5b56-beca-4ea97224f27b,68837237-5a48-41a9-bed4-947f5c277684,Contoso AI Platform,Subscription,"{""app"":""APP-MOBILE"",""bu"":""BU-RETAIL"",""env"":""ENV-TEST""}",EA-ACCOUNT-1001,AI Platform Account,finops-owner@contoso.example,0.066322,0.00136,EA-7654321,Contoso Enterprise Agreement,1,2026-07-01,EA-7654321,Contoso Enterprise Agreement,0.066322,,CC-4000,,,0.066322,0.00136,,,EA-DEPT-042,AI and Data,0.078026,,,1000,USD,On Demand,1K Tokens,Cloud Provider,Microsoft,,,rg-aoai-prod,microsoft.cognitiveservices/accounts,2026-07-15T00:00:00Z,2026-07-14T00:00:00Z,gpt-4.1-mini Output Tokens,"{""model"":""gpt-4.1-mini"",""tokenType"":""Output""}",True,Azure OpenAI,ce8b7b6e-f4d1-5b56-beca-4ea97224f27b,gpt-4.1-mini Output Tokens,gpt-4.1-mini,MS-AZR-0017P,,,AOAI-GPT-4.1-MINI-OUTPUT,East US 2,AI + Machine Learning,,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.exports.focus-1.0r2,2026-07-14,batch-2026-09-04,MOCK
0.000925,EA-7654321,Contoso Enterprise Agreement,EA,USD,2026-08-01T00:00:00Z,2026-07-01T00:00:00Z,Usage,,gpt-4.1-mini Cached Input Tokens,Usage-Based,2026-07-15T00:00:00Z,2026-07-14T00:00:00Z,,,,,,10884,Tokens,0.000925,8.5e-05,0.000925,Microsoft,0.001088,0.0001,Standard,10.884,1K Tokens,Microsoft,Microsoft,eastus2,East US 2,/subscriptions/68837237-5a48-41a9-bed4-947f5c277684/resourceGroups/rg-aoai-prod/providers/Microsoft.CognitiveServices/accounts/aoai-search-prod,aoai-search-prod,AI and Machine Learning,AI and Machine Learning,Azure OpenAI Service,gpt-4.1-mini-cached,a3f1d0b2-6d52-5c74-8f0a-19a2f1cbb6d4,68837237-5a48-41a9-bed4-947f5c277684,Contoso AI Platform,Subscription,"{""app"":""APP-SEARCH"",""bu"":""BU-DISCOVERY"",""env"":""ENV-PROD""}",EA-ACCOUNT-1001,AI Platform Account,finops-owner@contoso.example,0.000925,8.5e-05,EA-7654321,Contoso Enterprise Agreement,1,2026-07-01,EA-7654321,Contoso Enterprise Agreement,0.000925,,CC-2000,,,0.000925,8.5e-05,,,EA-DEPT-042,AI and Data,0.001088,,,1000,USD,On Demand,1K Tokens,Cloud Provider,Microsoft,,,rg-aoai-prod,microsoft.cognitiveservices/accounts,2026-07-15T00:00:00Z,2026-07-14T00:00:00Z,gpt-4.1-mini Cached Input Tokens,"{""model"":""gpt-4.1-mini"",""tokenType"":""Cached""}",True,Azure OpenAI,a3f1d0b2-6d52-5c74-8f0a-19a2f1cbb6d4,gpt-4.1-mini Cached Input Tokens,gpt-4.1-mini,MS-AZR-0017P,,,AOAI-GPT-4.1-MINI-CACHED,East US 2,AI + Machine Learning,,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.exports.focus-1.0r2,2026-07-14,batch-2026-09-04,MOCK
0.059259,EA-7654321,Contoso Enterprise Agreement,EA,USD,2026-08-01T00:00:00Z,2026-07-01T00:00:00Z,Usage,,gpt-4.1-mini Input Tokens,Usage-Based,2026-07-15T00:00:00Z,2026-07-14T00:00:00Z,,,,,,174291,Tokens,0.059259,0.00034,0.059259,Microsoft,0.069716,0.0004,Standard,174.291,1K Tokens,Microsoft,Microsoft,eastus2,East US 2,/subscriptions/68837237-5a48-41a9-bed4-947f5c277684/resourceGroups/rg-aoai-prod/providers/Microsoft.CognitiveServices/accounts/aoai-search-prod,aoai-search-prod,AI and Machine Learning,AI and Machine Learning,Azure OpenAI Service,gpt-4.1-mini-input,9d25a9f8-1c8e-5e82-949f-a69580f18e8d,68837237-5a48-41a9-bed4-947f5c277684,Contoso AI Platform,Subscription,"{""app"":""APP-SEARCH"",""bu"":""BU-DISCOVERY"",""env"":""ENV-PROD""}",EA-ACCOUNT-1001,AI Platform Account,finops-owner@contoso.example,0.059259,0.00034,EA-7654321,Contoso Enterprise Agreement,1,2026-07-01,EA-7654321,Contoso Enterprise Agreement,0.059259,,CC-2000,,,0.059259,0.00034,,,EA-DEPT-042,AI and Data,0.069716,,,1000,USD,On Demand,1K Tokens,Cloud Provider,Microsoft,,,rg-aoai-prod,microsoft.cognitiveservices/accounts,2026-07-15T00:00:00Z,2026-07-14T00:00:00Z,gpt-4.1-mini Input Tokens,"{""model"":""gpt-4.1-mini"",""tokenType"":""Input""}",True,Azure OpenAI,9d25a9f8-1c8e-5e82-949f-a69580f18e8d,gpt-4.1-mini Input Tokens,gpt-4.1-mini,MS-AZR-0017P,,,AOAI-GPT-4.1-MINI-INPUT,East US 2,AI + Machine Learning,,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.exports.focus-1.0r2,2026-07-14,batch-2026-09-04,MOCK
0.040066,EA-7654321,Contoso Enterprise Agreement,EA,USD,2026-08-01T00:00:00Z,2026-07-01T00:00:00Z,Usage,,gpt-4.1-mini Output Tokens,Usage-Based,2026-07-15T00:00:00Z,2026-07-14T00:00:00Z,,,,,,29460,Tokens,0.040066,0.00136,0.040066,Microsoft,0.047136,0.0016,Standard,29.46,1K Tokens,Microsoft,Microsoft,eastus2,East US 2,/subscriptions/68837237-5a48-41a9-bed4-947f5c277684/resourceGroups/rg-aoai-prod/providers/Microsoft.CognitiveServices/accounts/aoai-search-prod,aoai-search-prod,AI and Machine Learning,AI and Machine Learning,Azure OpenAI Service,gpt-4.1-mini-output,ce8b7b6e-f4d1-5b56-beca-4ea97224f27b,68837237-5a48-41a9-bed4-947f5c277684,Contoso AI Platform,Subscription,"{""app"":""APP-SEARCH"",""bu"":""BU-DISCOVERY"",""env"":""ENV-PROD""}",EA-ACCOUNT-1001,AI Platform Account,finops-owner@contoso.example,0.040066,0.00136,EA-7654321,Contoso Enterprise Agreement,1,2026-07-01,EA-7654321,Contoso Enterprise Agreement,0.040066,,CC-2000,,,0.040066,0.00136,,,EA-DEPT-042,AI and Data,0.047136,,,1000,USD,On Demand,1K Tokens,Cloud Provider,Microsoft,,,rg-aoai-prod,microsoft.cognitiveservices/accounts,2026-07-15T00:00:00Z,2026-07-14T00:00:00Z,gpt-4.1-mini Output Tokens,"{""model"":""gpt-4.1-mini"",""tokenType"":""Output""}",True,Azure OpenAI,ce8b7b6e-f4d1-5b56-beca-4ea97224f27b,gpt-4.1-mini Output Tokens,gpt-4.1-mini,MS-AZR-0017P,,,AOAI-GPT-4.1-MINI-OUTPUT,East US 2,AI + Machine Learning,,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.exports.focus-1.0r2,2026-07-14,batch-2026-09-04,MOCK
0.001414,EA-7654321,Contoso Enterprise Agreement,EA,USD,2026-08-01T00:00:00Z,2026-07-01T00:00:00Z,Usage,,gpt-4.1 Cached Input Tokens,Usage-Based,2026-07-16T00:00:00Z,2026-07-15T00:00:00Z,,,,,,3326,Tokens,0.001414,0.000425,0.001414,Microsoft,0.001663,0.0005,Standard,3.326,1K Tokens,Microsoft,Microsoft,eastus2,East US 2,/subscriptions/68837237-5a48-41a9-bed4-947f5c277684/resourceGroups/rg-aoai-prod/providers/Microsoft.CognitiveServices/accounts/aoai-checkout-prod,aoai-checkout-prod,AI and Machine Learning,AI and Machine Learning,Azure OpenAI Service,gpt-4.1-cached,5b0c47ae-91ad-5f39-a2bd-77d5c6a41f83,68837237-5a48-41a9-bed4-947f5c277684,Contoso AI Platform,Subscription,"{""app"":""APP-CHECKOUT"",""bu"":""BU-RETAIL"",""env"":""ENV-PROD""}",EA-ACCOUNT-1001,AI Platform Account,finops-owner@contoso.example,0.001414,0.000425,EA-7654321,Contoso Enterprise Agreement,1,2026-07-01,EA-7654321,Contoso Enterprise Agreement,0.001414,,CC-1000,,,0.001414,0.000425,,,EA-DEPT-042,AI and Data,0.001663,,,1000,USD,On Demand,1K Tokens,Cloud Provider,Microsoft,,,rg-aoai-prod,microsoft.cognitiveservices/accounts,2026-07-16T00:00:00Z,2026-07-15T00:00:00Z,gpt-4.1 Cached Input Tokens,"{""model"":""gpt-4.1"",""tokenType"":""Cached""}",True,Azure OpenAI,5b0c47ae-91ad-5f39-a2bd-77d5c6a41f83,gpt-4.1 Cached Input Tokens,gpt-4.1,MS-AZR-0017P,,,AOAI-GPT-4.1-CACHED,East US 2,AI + Machine Learning,,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.exports.focus-1.0r2,2026-07-15,batch-2026-09-04,MOCK
0.227169,EA-7654321,Contoso Enterprise Agreement,EA,USD,2026-08-01T00:00:00Z,2026-07-01T00:00:00Z,Usage,,gpt-4.1 Input Tokens,Usage-Based,2026-07-16T00:00:00Z,2026-07-15T00:00:00Z,,,,,,133629,Tokens,0.227169,0.0017,0.227169,Microsoft,0.267258,0.002,Standard,133.629,1K Tokens,Microsoft,Microsoft,eastus2,East US 2,/subscriptions/68837237-5a48-41a9-bed4-947f5c277684/resourceGroups/rg-aoai-prod/providers/Microsoft.CognitiveServices/accounts/aoai-checkout-prod,aoai-checkout-prod,AI and Machine Learning,AI and Machine Learning,Azure OpenAI Service,gpt-4.1-input,22c19c9a-bdbb-5481-969f-a54f3f93391a,68837237-5a48-41a9-bed4-947f5c277684,Contoso AI Platform,Subscription,"{""app"":""APP-CHECKOUT"",""bu"":""BU-RETAIL"",""env"":""ENV-PROD""}",EA-ACCOUNT-1001,AI Platform Account,finops-owner@contoso.example,0.227169,0.0017,EA-7654321,Contoso Enterprise Agreement,1,2026-07-01,EA-7654321,Contoso Enterprise Agreement,0.227169,,CC-1000,,,0.227169,0.0017,,,EA-DEPT-042,AI and Data,0.267258,,,1000,USD,On Demand,1K Tokens,Cloud Provider,Microsoft,,,rg-aoai-prod,microsoft.cognitiveservices/accounts,2026-07-16T00:00:00Z,2026-07-15T00:00:00Z,gpt-4.1 Input Tokens,"{""model"":""gpt-4.1"",""tokenType"":""Input""}",True,Azure OpenAI,22c19c9a-bdbb-5481-969f-a54f3f93391a,gpt-4.1 Input Tokens,gpt-4.1,MS-AZR-0017P,,,AOAI-GPT-4.1-INPUT,East US 2,AI + Machine Learning,,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.exports.focus-1.0r2,2026-07-15,batch-2026-09-04,MOCK
0.1163,EA-7654321,Contoso Enterprise Agreement,EA,USD,2026-08-01T00:00:00Z,2026-07-01T00:00:00Z,Usage,,gpt-4.1 Output Tokens,Usage-Based,2026-07-16T00:00:00Z,2026-07-15T00:00:00Z,,,,,,17103,Tokens,0.1163,0.0068,0.1163,Microsoft,0.136824,0.008,Standard,17.103,1K Tokens,Microsoft,Microsoft,eastus2,East US 2,/subscriptions/68837237-5a48-41a9-bed4-947f5c277684/resourceGroups/rg-aoai-prod/providers/Microsoft.CognitiveServices/accounts/aoai-checkout-prod,aoai-checkout-prod,AI and Machine Learning,AI and Machine Learning,Azure OpenAI Service,gpt-4.1-output,73fcd9cf-82df-5fb5-89d4-1448394f0f1e,68837237-5a48-41a9-bed4-947f5c277684,Contoso AI Platform,Subscription,"{""app"":""APP-CHECKOUT"",""bu"":""BU-RETAIL"",""env"":""ENV-PROD""}",EA-ACCOUNT-1001,AI Platform Account,finops-owner@contoso.example,0.1163,0.0068,EA-7654321,Contoso Enterprise Agreement,1,2026-07-01,EA-7654321,Contoso Enterprise Agreement,0.1163,,CC-1000,,,0.1163,0.0068,,,EA-DEPT-042,AI and Data,0.136824,,,1000,USD,On Demand,1K Tokens,Cloud Provider,Microsoft,,,rg-aoai-prod,microsoft.cognitiveservices/accounts,2026-07-16T00:00:00Z,2026-07-15T00:00:00Z,gpt-4.1 Output Tokens,"{""model"":""gpt-4.1"",""tokenType"":""Output""}",True,Azure OpenAI,73fcd9cf-82df-5fb5-89d4-1448394f0f1e,gpt-4.1 Output Tokens,gpt-4.1,MS-AZR-0017P,,,AOAI-GPT-4.1-OUTPUT,East US 2,AI + Machine Learning,,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.exports.focus-1.0r2,2026-07-15,batch-2026-09-04,MOCK
0.000804,EA-7654321,Contoso Enterprise Agreement,EA,USD,2026-08-01T00:00:00Z,2026-07-01T00:00:00Z,Usage,,gpt-4.1-mini Cached Input Tokens,Usage-Based,2026-07-16T00:00:00Z,2026-07-15T00:00:00Z,,,,,,9461,Tokens,0.000804,8.5e-05,0.000804,Microsoft,0.000946,0.0001,Standard,9.461,1K Tokens,Microsoft,Microsoft,eastus2,East US 2,/subscriptions/68837237-5a48-41a9-bed4-947f5c277684/resourceGroups/rg-aoai-prod/providers/Microsoft.CognitiveServices/accounts/aoai-checkout-prod,aoai-checkout-prod,AI and Machine Learning,AI and Machine Learning,Azure OpenAI Service,gpt-4.1-mini-cached,a3f1d0b2-6d52-5c74-8f0a-19a2f1cbb6d4,68837237-5a48-41a9-bed4-947f5c277684,Contoso AI Platform,Subscription,"{""app"":""APP-CHECKOUT"",""bu"":""BU-RETAIL"",""env"":""ENV-PROD""}",EA-ACCOUNT-1001,AI Platform Account,finops-owner@contoso.example,0.000804,8.5e-05,EA-7654321,Contoso Enterprise Agreement,1,2026-07-01,EA-7654321,Contoso Enterprise Agreement,0.000804,,CC-1000,,,0.000804,8.5e-05,,,EA-DEPT-042,AI and Data,0.000946,,,1000,USD,On Demand,1K Tokens,Cloud Provider,Microsoft,,,rg-aoai-prod,microsoft.cognitiveservices/accounts,2026-07-16T00:00:00Z,2026-07-15T00:00:00Z,gpt-4.1-mini Cached Input Tokens,"{""model"":""gpt-4.1-mini"",""tokenType"":""Cached""}",True,Azure OpenAI,a3f1d0b2-6d52-5c74-8f0a-19a2f1cbb6d4,gpt-4.1-mini Cached Input Tokens,gpt-4.1-mini,MS-AZR-0017P,,,AOAI-GPT-4.1-MINI-CACHED,East US 2,AI + Machine Learning,,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.exports.focus-1.0r2,2026-07-15,batch-2026-09-04,MOCK
0.03626,EA-7654321,Contoso Enterprise Agreement,EA,USD,2026-08-01T00:00:00Z,2026-07-01T00:00:00Z,Usage,,gpt-4.1-mini Input Tokens,Usage-Based,2026-07-16T00:00:00Z,2026-07-15T00:00:00Z,,,,,,106648,Tokens,0.03626,0.00034,0.03626,Microsoft,0.042659,0.0004,Standard,106.648,1K Tokens,Microsoft,Microsoft,eastus2,East US 2,/subscriptions/68837237-5a48-41a9-bed4-947f5c277684/resourceGroups/rg-aoai-prod/providers/Microsoft.CognitiveServices/accounts/aoai-checkout-prod,aoai-checkout-prod,AI and Machine Learning,AI and Machine Learning,Azure OpenAI Service,gpt-4.1-mini-input,9d25a9f8-1c8e-5e82-949f-a69580f18e8d,68837237-5a48-41a9-bed4-947f5c277684,Contoso AI Platform,Subscription,"{""app"":""APP-CHECKOUT"",""bu"":""BU-RETAIL"",""env"":""ENV-PROD""}",EA-ACCOUNT-1001,AI Platform Account,finops-owner@contoso.example,0.03626,0.00034,EA-7654321,Contoso Enterprise Agreement,1,2026-07-01,EA-7654321,Contoso Enterprise Agreement,0.03626,,CC-1000,,,0.03626,0.00034,,,EA-DEPT-042,AI and Data,0.042659,,,1000,USD,On Demand,1K Tokens,Cloud Provider,Microsoft,,,rg-aoai-prod,microsoft.cognitiveservices/accounts,2026-07-16T00:00:00Z,2026-07-15T00:00:00Z,gpt-4.1-mini Input Tokens,"{""model"":""gpt-4.1-mini"",""tokenType"":""Input""}",True,Azure OpenAI,9d25a9f8-1c8e-5e82-949f-a69580f18e8d,gpt-4.1-mini Input Tokens,gpt-4.1-mini,MS-AZR-0017P,,,AOAI-GPT-4.1-MINI-INPUT,East US 2,AI + Machine Learning,,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.exports.focus-1.0r2,2026-07-15,batch-2026-09-04,MOCK
0.023391,EA-7654321,Contoso Enterprise Agreement,EA,USD,2026-08-01T00:00:00Z,2026-07-01T00:00:00Z,Usage,,gpt-4.1-mini Output Tokens,Usage-Based,2026-07-16T00:00:00Z,2026-07-15T00:00:00Z,,,,,,17199,Tokens,0.023391,0.00136,0.023391,Microsoft,0.027518,0.0016,Standard,17.199,1K Tokens,Microsoft,Microsoft,eastus2,East US 2,/subscriptions/68837237-5a48-41a9-bed4-947f5c277684/resourceGroups/rg-aoai-prod/providers/Microsoft.CognitiveServices/accounts/aoai-checkout-prod,aoai-checkout-prod,AI and Machine Learning,AI and Machine Learning,Azure OpenAI Service,gpt-4.1-mini-output,ce8b7b6e-f4d1-5b56-beca-4ea97224f27b,68837237-5a48-41a9-bed4-947f5c277684,Contoso AI Platform,Subscription,"{""app"":""APP-CHECKOUT"",""bu"":""BU-RETAIL"",""env"":""ENV-PROD""}",EA-ACCOUNT-1001,AI Platform Account,finops-owner@contoso.example,0.023391,0.00136,EA-7654321,Contoso Enterprise Agreement,1,2026-07-01,EA-7654321,Contoso Enterprise Agreement,0.023391,,CC-1000,,,0.023391,0.00136,,,EA-DEPT-042,AI and Data,0.027518,,,1000,USD,On Demand,1K Tokens,Cloud Provider,Microsoft,,,rg-aoai-prod,microsoft.cognitiveservices/accounts,2026-07-16T00:00:00Z,2026-07-15T00:00:00Z,gpt-4.1-mini Output Tokens,"{""model"":""gpt-4.1-mini"",""tokenType"":""Output""}",True,Azure OpenAI,ce8b7b6e-f4d1-5b56-beca-4ea97224f27b,gpt-4.1-mini Output Tokens,gpt-4.1-mini,MS-AZR-0017P,,,AOAI-GPT-4.1-MINI-OUTPUT,East US 2,AI + Machine Learning,,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.exports.focus-1.0r2,2026-07-15,batch-2026-09-04,MOCK
