usage_date,subscription_id,resource_group,resource_id,meter_id,meter_name,meter_category,quantity,unit_price,cost_usd,currency,tags_json,_ingested_at,_source_system,_source_api,_watermark,_batch_id,_data_class
2026-09-05,68837237-5a48-41a9-bed4-947f5c277684,rg-aoai-prod,/subscriptions/.../aoai-app-checkout,385755,gpt-4.1 Input Tokens,Azure OpenAI,206630,1e-06,0.3166,USD,"{""app"":""APP-CHECKOUT"",""bu"":""BU-RETAIL"",""env"":""ENV-PROD""}",2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.usageDetails,2026-09-05,batch-2026-09-04,MOCK
2026-09-05,68837237-5a48-41a9-bed4-947f5c277684,rg-aoai-prod,/subscriptions/.../aoai-app-checkout,180933,gpt-4.1-mini Input Tokens,Azure OpenAI,335447,1e-06,0.4481,USD,"{""app"":""APP-CHECKOUT"",""bu"":""BU-RETAIL"",""env"":""ENV-PROD""}",2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.usageDetails,2026-09-05,batch-2026-09-04,MOCK
2026-09-05,68837237-5a48-41a9-bed4-947f5c277684,rg-aoai-prod,/subscriptions/.../aoai-app-search,180933,gpt-4.1-mini Input Tokens,Azure OpenAI,271580,1e-06,0.1622,USD,"{""app"":""APP-SEARCH"",""bu"":""BU-DISCOVERY"",""env"":""ENV-PROD""}",2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.usageDetails,2026-09-05,batch-2026-09-04,MOCK
2026-09-05,68837237-5a48-41a9-bed4-947f5c277684,rg-aoai-prod,/subscriptions/.../aoai-app-search,140566,gpt-4.1 Output Tokens,Azure OpenAI,1027388,1e-06,0.7981,USD,"{""app"":""APP-SEARCH"",""bu"":""BU-DISCOVERY"",""env"":""ENV-PROD""}",2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.usageDetails,2026-09-05,batch-2026-09-04,MOCK
2026-09-05,68837237-5a48-41a9-bed4-947f5c277684,rg-aoai-prod,/subscriptions/.../aoai-app-dsnb,180933,gpt-4.1-mini Input Tokens,Azure OpenAI,801383,1e-06,1.2482,USD,"{""app"":""APP-DSNB"",""bu"":""BU-PLATFORM"",""env"":""ENV-DEV""}",2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.usageDetails,2026-09-05,batch-2026-09-04,MOCK
2026-09-05,68837237-5a48-41a9-bed4-947f5c277684,rg-aoai-prod,/subscriptions/.../aoai-app-dsnb,385755,gpt-4.1 Input Tokens,Azure OpenAI,485444,1e-06,0.4574,USD,"{""app"":""APP-DSNB"",""bu"":""BU-PLATFORM"",""env"":""ENV-DEV""}",2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.usageDetails,2026-09-05,batch-2026-09-04,MOCK
2026-09-04,68837237-5a48-41a9-bed4-947f5c277684,rg-aoai-prod,/subscriptions/.../aoai-app-checkout,140566,gpt-4.1 Output Tokens,Azure OpenAI,1837784,1e-06,0.9996,USD,"{""app"":""APP-CHECKOUT"",""bu"":""BU-RETAIL"",""env"":""ENV-PROD""}",2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.usageDetails,2026-09-04,batch-2026-09-04,MOCK
2026-09-04,68837237-5a48-41a9-bed4-947f5c277684,rg-aoai-prod,/subscriptions/.../aoai-app-checkout,381252,gpt-4.1-mini Output Tokens,Azure OpenAI,380543,1e-06,0.521,USD,"{""app"":""APP-CHECKOUT"",""bu"":""BU-RETAIL"",""env"":""ENV-PROD""}",2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.usageDetails,2026-09-04,batch-2026-09-04,MOCK
2026-09-04,68837237-5a48-41a9-bed4-947f5c277684,rg-aoai-prod,/subscriptions/.../aoai-app-search,385755,gpt-4.1 Input Tokens,Azure OpenAI,1511459,1e-06,1.6988,USD,"{""app"":""APP-SEARCH"",""bu"":""BU-DISCOVERY"",""env"":""ENV-PROD""}",2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.usageDetails,2026-09-04,batch-2026-09-04,MOCK
2026-09-04,68837237-5a48-41a9-bed4-947f5c277684,rg-aoai-prod,/subscriptions/.../aoai-app-search,140566,gpt-4.1 Output Tokens,Azure OpenAI,500931,1e-06,0.7029,USD,"{""app"":""APP-SEARCH"",""bu"":""BU-DISCOVERY"",""env"":""ENV-PROD""}",2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.usageDetails,2026-09-04,batch-2026-09-04,MOCK
2026-09-04,68837237-5a48-41a9-bed4-947f5c277684,rg-aoai-prod,/subscriptions/.../aoai-app-dsnb,385755,gpt-4.1 Input Tokens,Azure OpenAI,241287,1e-06,0.3024,USD,"{""app"":""APP-DSNB"",""bu"":""BU-PLATFORM"",""env"":""ENV-DEV""}",2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.usageDetails,2026-09-04,batch-2026-09-04,MOCK
2026-09-04,68837237-5a48-41a9-bed4-947f5c277684,rg-aoai-prod,/subscriptions/.../aoai-app-dsnb,180933,gpt-4.1-mini Input Tokens,Azure OpenAI,796046,1e-06,0.6969,USD,"{""app"":""APP-DSNB"",""bu"":""BU-PLATFORM"",""env"":""ENV-DEV""}",2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.usageDetails,2026-09-04,batch-2026-09-04,MOCK
2026-09-03,68837237-5a48-41a9-bed4-947f5c277684,rg-aoai-prod,/subscriptions/.../aoai-app-checkout,180933,gpt-4.1-mini Input Tokens,Azure OpenAI,676714,1e-06,0.482,USD,"{""app"":""APP-CHECKOUT"",""bu"":""BU-RETAIL"",""env"":""ENV-PROD""}",2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.usageDetails,2026-09-03,batch-2026-09-04,MOCK
2026-09-03,68837237-5a48-41a9-bed4-947f5c277684,rg-aoai-prod,/subscriptions/.../aoai-app-checkout,385755,gpt-4.1 Input Tokens,Azure OpenAI,414627,1e-06,0.1813,USD,"{""app"":""APP-CHECKOUT"",""bu"":""BU-RETAIL"",""env"":""ENV-PROD""}",2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.usageDetails,2026-09-03,batch-2026-09-04,MOCK
2026-09-03,68837237-5a48-41a9-bed4-947f5c277684,rg-aoai-prod,/subscriptions/.../aoai-app-search,140566,gpt-4.1 Output Tokens,Azure OpenAI,1215919,1e-06,1.5779,USD,"{""app"":""APP-SEARCH"",""bu"":""BU-DISCOVERY"",""env"":""ENV-PROD""}",2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.usageDetails,2026-09-03,batch-2026-09-04,MOCK
2026-09-03,68837237-5a48-41a9-bed4-947f5c277684,rg-aoai-prod,/subscriptions/.../aoai-app-search,381252,gpt-4.1-mini Output Tokens,Azure OpenAI,573978,1e-06,0.2948,USD,"{""app"":""APP-SEARCH"",""bu"":""BU-DISCOVERY"",""env"":""ENV-PROD""}",2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.usageDetails,2026-09-03,batch-2026-09-04,MOCK
2026-09-03,68837237-5a48-41a9-bed4-947f5c277684,rg-aoai-prod,/subscriptions/.../aoai-app-dsnb,180933,gpt-4.1-mini Input Tokens,Azure OpenAI,304705,1e-06,0.1263,USD,"{""app"":""APP-DSNB"",""bu"":""BU-PLATFORM"",""env"":""ENV-DEV""}",2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.usageDetails,2026-09-03,batch-2026-09-04,MOCK
2026-09-03,68837237-5a48-41a9-bed4-947f5c277684,rg-aoai-prod,/subscriptions/.../aoai-app-dsnb,140566,gpt-4.1 Output Tokens,Azure OpenAI,1791416,1e-06,2.3954,USD,"{""app"":""APP-DSNB"",""bu"":""BU-PLATFORM"",""env"":""ENV-DEV""}",2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.usageDetails,2026-09-03,batch-2026-09-04,MOCK
2026-09-02,68837237-5a48-41a9-bed4-947f5c277684,rg-aoai-prod,/subscriptions/.../aoai-app-checkout,381252,gpt-4.1-mini Output Tokens,Azure OpenAI,465515,1e-06,0.6463,USD,"{""app"":""APP-CHECKOUT"",""bu"":""BU-RETAIL"",""env"":""ENV-PROD""}",2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.usageDetails,2026-09-02,batch-2026-09-04,MOCK
2026-09-02,68837237-5a48-41a9-bed4-947f5c277684,rg-aoai-prod,/subscriptions/.../aoai-app-checkout,180933,gpt-4.1-mini Input Tokens,Azure OpenAI,830643,1e-06,1.0163,USD,"{""app"":""APP-CHECKOUT"",""bu"":""BU-RETAIL"",""env"":""ENV-PROD""}",2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.usageDetails,2026-09-02,batch-2026-09-04,MOCK
2026-09-02,68837237-5a48-41a9-bed4-947f5c277684,rg-aoai-prod,/subscriptions/.../aoai-app-search,180933,gpt-4.1-mini Input Tokens,Azure OpenAI,1279180,1e-06,0.909,USD,"{""app"":""APP-SEARCH"",""bu"":""BU-DISCOVERY"",""env"":""ENV-PROD""}",2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.usageDetails,2026-09-02,batch-2026-09-04,MOCK
2026-09-02,68837237-5a48-41a9-bed4-947f5c277684,rg-aoai-prod,/subscriptions/.../aoai-app-search,385755,gpt-4.1 Input Tokens,Azure OpenAI,1754454,1e-06,0.8597,USD,"{""app"":""APP-SEARCH"",""bu"":""BU-DISCOVERY"",""env"":""ENV-PROD""}",2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.usageDetails,2026-09-02,batch-2026-09-04,MOCK
2026-09-02,68837237-5a48-41a9-bed4-947f5c277684,rg-aoai-prod,/subscriptions/.../aoai-app-dsnb,180933,gpt-4.1-mini Input Tokens,Azure OpenAI,1942671,1e-06,2.283,USD,"{""app"":""APP-DSNB"",""bu"":""BU-PLATFORM"",""env"":""ENV-DEV""}",2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.usageDetails,2026-09-02,batch-2026-09-04,MOCK
2026-09-02,68837237-5a48-41a9-bed4-947f5c277684,rg-aoai-prod,/subscriptions/.../aoai-app-dsnb,140566,gpt-4.1 Output Tokens,Azure OpenAI,1747222,1e-06,0.9689,USD,"{""app"":""APP-DSNB"",""bu"":""BU-PLATFORM"",""env"":""ENV-DEV""}",2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.usageDetails,2026-09-02,batch-2026-09-04,MOCK
2026-09-01,68837237-5a48-41a9-bed4-947f5c277684,rg-aoai-prod,/subscriptions/.../aoai-app-checkout,385755,gpt-4.1 Input Tokens,Azure OpenAI,139540,1e-06,0.2136,USD,"{""app"":""APP-CHECKOUT"",""bu"":""BU-RETAIL"",""env"":""ENV-PROD""}",2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.usageDetails,2026-09-01,batch-2026-09-04,MOCK
2026-09-01,68837237-5a48-41a9-bed4-947f5c277684,rg-aoai-prod,/subscriptions/.../aoai-app-checkout,180933,gpt-4.1-mini Input Tokens,Azure OpenAI,156194,1e-06,0.094,USD,"{""app"":""APP-CHECKOUT"",""bu"":""BU-RETAIL"",""env"":""ENV-PROD""}",2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.usageDetails,2026-09-01,batch-2026-09-04,MOCK
2026-09-01,68837237-5a48-41a9-bed4-947f5c277684,rg-aoai-prod,/subscriptions/.../aoai-app-search,140566,gpt-4.1 Output Tokens,Azure OpenAI,878372,1e-06,0.8743,USD,"{""app"":""APP-SEARCH"",""bu"":""BU-DISCOVERY"",""env"":""ENV-PROD""}",2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.usageDetails,2026-09-01,batch-2026-09-04,MOCK
2026-09-01,68837237-5a48-41a9-bed4-947f5c277684,rg-aoai-prod,/subscriptions/.../aoai-app-search,385755,gpt-4.1 Input Tokens,Azure OpenAI,852641,1e-06,1.0401,USD,"{""app"":""APP-SEARCH"",""bu"":""BU-DISCOVERY"",""env"":""ENV-PROD""}",2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.usageDetails,2026-09-01,batch-2026-09-04,MOCK
2026-09-01,68837237-5a48-41a9-bed4-947f5c277684,rg-aoai-prod,/subscriptions/.../aoai-app-dsnb,381252,gpt-4.1-mini Output Tokens,Azure OpenAI,500292,1e-06,0.7454,USD,"{""app"":""APP-DSNB"",""bu"":""BU-PLATFORM"",""env"":""ENV-DEV""}",2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.usageDetails,2026-09-01,batch-2026-09-04,MOCK
2026-09-01,68837237-5a48-41a9-bed4-947f5c277684,rg-aoai-prod,/subscriptions/.../aoai-app-dsnb,140566,gpt-4.1 Output Tokens,Azure OpenAI,626678,1e-06,0.4611,USD,"{""app"":""APP-DSNB"",""bu"":""BU-PLATFORM"",""env"":""ENV-DEV""}",2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.usageDetails,2026-09-01,batch-2026-09-04,MOCK
2026-08-31,68837237-5a48-41a9-bed4-947f5c277684,rg-aoai-prod,/subscriptions/.../aoai-app-checkout,381252,gpt-4.1-mini Output Tokens,Azure OpenAI,1337874,1e-06,1.5292,USD,"{""app"":""APP-CHECKOUT"",""bu"":""BU-RETAIL"",""env"":""ENV-PROD""}",2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.usageDetails,2026-08-31,batch-2026-09-04,MOCK
2026-08-31,68837237-5a48-41a9-bed4-947f5c277684,rg-aoai-prod,/subscriptions/.../aoai-app-checkout,180933,gpt-4.1-mini Input Tokens,Azure OpenAI,565448,1e-06,0.6654,USD,"{""app"":""APP-CHECKOUT"",""bu"":""BU-RETAIL"",""env"":""ENV-PROD""}",2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.usageDetails,2026-08-31,batch-2026-09-04,MOCK
2026-08-31,68837237-5a48-41a9-bed4-947f5c277684,rg-aoai-prod,/subscriptions/.../aoai-app-search,140566,gpt-4.1 Output Tokens,Azure OpenAI,1901320,1e-06,2.017,USD,"{""app"":""APP-SEARCH"",""bu"":""BU-DISCOVERY"",""env"":""ENV-PROD""}",2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.usageDetails,2026-08-31,batch-2026-09-04,MOCK
2026-08-31,68837237-5a48-41a9-bed4-947f5c277684,rg-aoai-prod,/subscriptions/.../aoai-app-search,381252,gpt-4.1-mini Output Tokens,Azure OpenAI,177882,1e-06,0.0899,USD,"{""app"":""APP-SEARCH"",""bu"":""BU-DISCOVERY"",""env"":""ENV-PROD""}",2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.usageDetails,2026-08-31,batch-2026-09-04,MOCK
2026-08-31,68837237-5a48-41a9-bed4-947f5c277684,rg-aoai-prod,/subscriptions/.../aoai-app-dsnb,140566,gpt-4.1 Output Tokens,Azure OpenAI,929199,1e-06,0.5941,USD,"{""app"":""APP-DSNB"",""bu"":""BU-PLATFORM"",""env"":""ENV-DEV""}",2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.usageDetails,2026-08-31,batch-2026-09-04,MOCK
2026-08-31,68837237-5a48-41a9-bed4-947f5c277684,rg-aoai-prod,/subscriptions/.../aoai-app-dsnb,180933,gpt-4.1-mini Input Tokens,Azure OpenAI,1905250,1e-06,2.5847,USD,"{""app"":""APP-DSNB"",""bu"":""BU-PLATFORM"",""env"":""ENV-DEV""}",2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.usageDetails,2026-08-31,batch-2026-09-04,MOCK
2026-08-30,68837237-5a48-41a9-bed4-947f5c277684,rg-aoai-prod,/subscriptions/.../aoai-app-checkout,381252,gpt-4.1-mini Output Tokens,Azure OpenAI,1732268,1e-06,1.823,USD,"{""app"":""APP-CHECKOUT"",""bu"":""BU-RETAIL"",""env"":""ENV-PROD""}",2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.usageDetails,2026-08-30,batch-2026-09-04,MOCK
2026-08-30,68837237-5a48-41a9-bed4-947f5c277684,rg-aoai-prod,/subscriptions/.../aoai-app-checkout,385755,gpt-4.1 Input Tokens,Azure OpenAI,90957,1e-06,0.1444,USD,"{""app"":""APP-CHECKOUT"",""bu"":""BU-RETAIL"",""env"":""ENV-PROD""}",2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.usageDetails,2026-08-30,batch-2026-09-04,MOCK
2026-08-30,68837237-5a48-41a9-bed4-947f5c277684,rg-aoai-prod,/subscriptions/.../aoai-app-search,385755,gpt-4.1 Input Tokens,Azure OpenAI,1191936,1e-06,1.5945,USD,"{""app"":""APP-SEARCH"",""bu"":""BU-DISCOVERY"",""env"":""ENV-PROD""}",2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.usageDetails,2026-08-30,batch-2026-09-04,MOCK
2026-08-30,68837237-5a48-41a9-bed4-947f5c277684,rg-aoai-prod,/subscriptions/.../aoai-app-search,381252,gpt-4.1-mini Output Tokens,Azure OpenAI,771491,1e-06,1.1535,USD,"{""app"":""APP-SEARCH"",""bu"":""BU-DISCOVERY"",""env"":""ENV-PROD""}",2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.usageDetails,2026-08-30,batch-2026-09-04,MOCK
2026-08-30,68837237-5a48-41a9-bed4-947f5c277684,rg-aoai-prod,/subscriptions/.../aoai-app-dsnb,385755,gpt-4.1 Input Tokens,Azure OpenAI,617144,1e-06,0.38,USD,"{""app"":""APP-DSNB"",""bu"":""BU-PLATFORM"",""env"":""ENV-DEV""}",2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.usageDetails,2026-08-30,batch-2026-09-04,MOCK
2026-08-30,68837237-5a48-41a9-bed4-947f5c277684,rg-aoai-prod,/subscriptions/.../aoai-app-dsnb,381252,gpt-4.1-mini Output Tokens,Azure OpenAI,718734,1e-06,0.8025,USD,"{""app"":""APP-DSNB"",""bu"":""BU-PLATFORM"",""env"":""ENV-DEV""}",2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.usageDetails,2026-08-30,batch-2026-09-04,MOCK
2026-08-29,68837237-5a48-41a9-bed4-947f5c277684,rg-aoai-prod,/subscriptions/.../aoai-app-checkout,180933,gpt-4.1-mini Input Tokens,Azure OpenAI,172874,1e-06,0.2369,USD,"{""app"":""APP-CHECKOUT"",""bu"":""BU-RETAIL"",""env"":""ENV-PROD""}",2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.usageDetails,2026-08-29,batch-2026-09-04,MOCK
2026-08-29,68837237-5a48-41a9-bed4-947f5c277684,rg-aoai-prod,/subscriptions/.../aoai-app-checkout,381252,gpt-4.1-mini Output Tokens,Azure OpenAI,1039193,1e-06,1.0759,USD,"{""app"":""APP-CHECKOUT"",""bu"":""BU-RETAIL"",""env"":""ENV-PROD""}",2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.usageDetails,2026-08-29,batch-2026-09-04,MOCK
2026-08-29,68837237-5a48-41a9-bed4-947f5c277684,rg-aoai-prod,/subscriptions/.../aoai-app-search,381252,gpt-4.1-mini Output Tokens,Azure OpenAI,259996,1e-06,0.1813,USD,"{""app"":""APP-SEARCH"",""bu"":""BU-DISCOVERY"",""env"":""ENV-PROD""}",2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.usageDetails,2026-08-29,batch-2026-09-04,MOCK
2026-08-29,68837237-5a48-41a9-bed4-947f5c277684,rg-aoai-prod,/subscriptions/.../aoai-app-search,180933,gpt-4.1-mini Input Tokens,Azure OpenAI,555734,1e-06,0.4,USD,"{""app"":""APP-SEARCH"",""bu"":""BU-DISCOVERY"",""env"":""ENV-PROD""}",2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.usageDetails,2026-08-29,batch-2026-09-04,MOCK
