usage_date,environment_id,agent_id,agent_name,action_type,credit_rate,credits_consumed,cost_usd,session_count,owner_business_unit_key,_ingested_at,_source_system,_source_api,_watermark,_batch_id,_data_class
2026-09-02,ENV-PROD,claims-triage-agent,Claims Triage Agent,generative_answer,2,2961,29.61,80,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-09-02,batch-2026-09-04,MOCK
2026-09-02,ENV-PROD,claims-triage-agent,Claims Triage Agent,agent_action,3,999,9.99,152,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-09-02,batch-2026-09-04,MOCK
2026-09-02,ENV-PROD,store-ops-assistant,Store Ops Assistant,classic_answer,1,5346,53.46,198,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-09-02,batch-2026-09-04,MOCK
2026-09-02,ENV-PROD,store-ops-assistant,Store Ops Assistant,generative_answer,2,7967,79.67,54,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-09-02,batch-2026-09-04,MOCK
2026-09-02,ENV-PROD,store-ops-assistant,Store Ops Assistant,agent_action,3,5628,56.28,183,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-09-02,batch-2026-09-04,MOCK
2026-09-01,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,classic_answer,1,3999,39.99,152,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-09-01,batch-2026-09-04,MOCK
2026-09-01,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,generative_answer,2,4560,45.6,22,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-09-01,batch-2026-09-04,MOCK
2026-09-01,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,agent_action,3,3321,33.21,174,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-09-01,batch-2026-09-04,MOCK
2026-09-01,ENV-PROD,claims-triage-agent,Claims Triage Agent,classic_answer,1,5999,59.99,107,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-09-01,batch-2026-09-04,MOCK
2026-09-01,ENV-PROD,claims-triage-agent,Claims Triage Agent,generative_answer,2,6937,69.37,144,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-09-01,batch-2026-09-04,MOCK
2026-09-01,ENV-PROD,claims-triage-agent,Claims Triage Agent,agent_action,3,3111,31.11,188,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-09-01,batch-2026-09-04,MOCK
2026-09-01,ENV-PROD,store-ops-assistant,Store Ops Assistant,classic_answer,1,3910,39.1,114,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-09-01,batch-2026-09-04,MOCK
2026-09-01,ENV-PROD,store-ops-assistant,Store Ops Assistant,generative_answer,2,1722,17.22,86,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-09-01,batch-2026-09-04,MOCK
2026-09-01,ENV-PROD,store-ops-assistant,Store Ops Assistant,agent_action,3,3583,35.83,57,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-09-01,batch-2026-09-04,MOCK
