metric_time,resource_id,deployment_name,model_name,processed_prompt_tokens,generated_tokens,total_tokens,requests,latency_ms,throttled_count,_ingested_at,_source_system,_source_api,_watermark,_batch_id,_data_class
2026-08-30T00:00:00Z,/subscriptions/.../aoai-app-search,gpt-4.1-prod,gpt-4.1,849882,389284,1239166,352,1764.2,17,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-30,batch-2026-09-04,MOCK
2026-08-30T00:00:00Z,/subscriptions/.../aoai-app-dsnb,gpt-4.1-mini-prod,gpt-4.1-mini,336012,201170,537182,4570,1173.4,20,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-30,batch-2026-09-04,MOCK
2026-08-29T00:00:00Z,/subscriptions/.../aoai-app-checkout,gpt-4.1-mini-prod,gpt-4.1-mini,675069,385407,1060476,3156,3359.4,0,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-29,batch-2026-09-04,MOCK
2026-08-29T00:00:00Z,/subscriptions/.../aoai-app-search,gpt-4.1-mini-prod,gpt-4.1-mini,308442,97686,406128,4791,2169.0,17,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-29,batch-2026-09-04,MOCK
2026-08-29T00:00:00Z,/subscriptions/.../aoai-app-dsnb,gpt-4.1-mini-prod,gpt-4.1-mini,688983,264584,953567,2916,898.7,20,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-29,batch-2026-09-04,MOCK
2026-08-28T00:00:00Z,/subscriptions/.../aoai-app-checkout,gpt-4.1-mini-prod,gpt-4.1-mini,387545,144785,532330,2170,841.3,5,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-28,batch-2026-09-04,MOCK
2026-08-28T00:00:00Z,/subscriptions/.../aoai-app-search,gpt-4.1-mini-prod,gpt-4.1-mini,1201024,581903,1782927,4602,441.4,2,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-28,batch-2026-09-04,MOCK
2026-08-28T00:00:00Z,/subscriptions/.../aoai-app-dsnb,gpt-4.1-prod,gpt-4.1,255945,96994,352939,4856,1807.7,10,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-28,batch-2026-09-04,MOCK
2026-08-27T00:00:00Z,/subscriptions/.../aoai-app-checkout,gpt-4.1-prod,gpt-4.1,318886,181292,500178,2021,530.1,19,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-27,batch-2026-09-04,MOCK
2026-08-27T00:00:00Z,/subscriptions/.../aoai-app-search,gpt-4.1-mini-prod,gpt-4.1-mini,455795,194676,650471,3791,1283.5,9,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-27,batch-2026-09-04,MOCK
2026-08-27T00:00:00Z,/subscriptions/.../aoai-app-dsnb,gpt-4.1-mini-prod,gpt-4.1-mini,1236048,651081,1887129,2691,3363.6,5,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-27,batch-2026-09-04,MOCK
2026-08-26T00:00:00Z,/subscriptions/.../aoai-app-checkout,gpt-4.1-mini-prod,gpt-4.1-mini,706859,281662,988521,1914,2550.3,20,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-26,batch-2026-09-04,MOCK
2026-08-26T00:00:00Z,/subscriptions/.../aoai-app-search,gpt-4.1-prod,gpt-4.1,630239,400859,1031098,1200,2442.6,10,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-26,batch-2026-09-04,MOCK
2026-08-26T00:00:00Z,/subscriptions/.../aoai-app-dsnb,gpt-4.1-prod,gpt-4.1,1020663,488023,1508686,2602,1807.0,3,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-26,batch-2026-09-04,MOCK
2026-08-25T00:00:00Z,/subscriptions/.../aoai-app-checkout,gpt-4.1-mini-prod,gpt-4.1-mini,1403819,761783,2165602,2398,3033.8,4,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-25,batch-2026-09-04,MOCK
2026-08-25T00:00:00Z,/subscriptions/.../aoai-app-search,gpt-4.1-mini-prod,gpt-4.1-mini,602043,357263,959306,726,2600.5,0,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-25,batch-2026-09-04,MOCK
2026-08-25T00:00:00Z,/subscriptions/.../aoai-app-dsnb,gpt-4.1-mini-prod,gpt-4.1-mini,1270312,675247,1945559,4933,902.1,1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-25,batch-2026-09-04,MOCK
2026-08-24T00:00:00Z,/subscriptions/.../aoai-app-checkout,gpt-4.1-prod,gpt-4.1,1189737,782364,1972101,4521,1757.9,4,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-24,batch-2026-09-04,MOCK
2026-08-24T00:00:00Z,/subscriptions/.../aoai-app-search,gpt-4.1-prod,gpt-4.1,873128,339928,1213056,4930,2619.6,9,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-24,batch-2026-09-04,MOCK
2026-08-24T00:00:00Z,/subscriptions/.../aoai-app-dsnb,gpt-4.1-mini-prod,gpt-4.1-mini,1024548,512734,1537282,841,1509.4,16,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-24,batch-2026-09-04,MOCK
2026-08-23T00:00:00Z,/subscriptions/.../aoai-app-checkout,gpt-4.1-mini-prod,gpt-4.1-mini,1439737,569491,2009228,1458,2698.8,4,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-23,batch-2026-09-04,MOCK
2026-08-23T00:00:00Z,/subscriptions/.../aoai-app-search,gpt-4.1-prod,gpt-4.1,383913,142684,526597,4735,2376.1,4,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-23,batch-2026-09-04,MOCK
2026-08-23T00:00:00Z,/subscriptions/.../aoai-app-dsnb,gpt-4.1-prod,gpt-4.1,802448,253708,1056156,4094,964.8,8,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-23,batch-2026-09-04,MOCK
2026-08-22T00:00:00Z,/subscriptions/.../aoai-app-checkout,gpt-4.1-prod,gpt-4.1,540772,171491,712263,1793,1909.0,11,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-22,batch-2026-09-04,MOCK
2026-08-22T00:00:00Z,/subscriptions/.../aoai-app-search,gpt-4.1-prod,gpt-4.1,1034978,690496,1725474,480,331.7,20,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-22,batch-2026-09-04,MOCK
2026-08-22T00:00:00Z,/subscriptions/.../aoai-app-dsnb,gpt-4.1-prod,gpt-4.1,266478,154955,421433,4371,2290.8,8,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-22,batch-2026-09-04,MOCK
2026-08-21T00:00:00Z,/subscriptions/.../aoai-app-checkout,gpt-4.1-prod,gpt-4.1,1263478,654153,1917631,1524,1443.0,12,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-21,batch-2026-09-04,MOCK
2026-08-21T00:00:00Z,/subscriptions/.../aoai-app-search,gpt-4.1-prod,gpt-4.1,1282451,719884,2002335,737,1905.0,12,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-21,batch-2026-09-04,MOCK
2026-08-21T00:00:00Z,/subscriptions/.../aoai-app-dsnb,gpt-4.1-mini-prod,gpt-4.1-mini,1132910,523786,1656696,2926,1806.6,15,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-21,batch-2026-09-04,MOCK
2026-08-20T00:00:00Z,/subscriptions/.../aoai-app-checkout,gpt-4.1-mini-prod,gpt-4.1-mini,1102428,719680,1822108,3703,746.5,2,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-20,batch-2026-09-04,MOCK
2026-08-20T00:00:00Z,/subscriptions/.../aoai-app-search,gpt-4.1-prod,gpt-4.1,493583,177737,671320,1389,1395.3,3,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-20,batch-2026-09-04,MOCK
2026-08-20T00:00:00Z,/subscriptions/.../aoai-app-dsnb,gpt-4.1-mini-prod,gpt-4.1-mini,919507,574203,1493710,1028,1789.0,15,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-20,batch-2026-09-04,MOCK
2026-08-19T00:00:00Z,/subscriptions/.../aoai-app-checkout,gpt-4.1-prod,gpt-4.1,491878,263802,755680,3466,274.1,1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-19,batch-2026-09-04,MOCK
2026-08-19T00:00:00Z,/subscriptions/.../aoai-app-search,gpt-4.1-mini-prod,gpt-4.1-mini,1252688,672617,1925305,1203,2277.5,1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-19,batch-2026-09-04,MOCK
2026-08-19T00:00:00Z,/subscriptions/.../aoai-app-dsnb,gpt-4.1-mini-prod,gpt-4.1-mini,167255,61305,228560,1574,1904.9,12,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-19,batch-2026-09-04,MOCK
2026-08-18T00:00:00Z,/subscriptions/.../aoai-app-checkout,gpt-4.1-mini-prod,gpt-4.1-mini,1437779,903674,2341453,802,914.8,19,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-18,batch-2026-09-04,MOCK
2026-08-18T00:00:00Z,/subscriptions/.../aoai-app-search,gpt-4.1-prod,gpt-4.1,1060131,390368,1450499,3465,2182.8,18,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-18,batch-2026-09-04,MOCK
2026-08-18T00:00:00Z,/subscriptions/.../aoai-app-dsnb,gpt-4.1-mini-prod,gpt-4.1-mini,1356969,765139,2122108,2266,753.5,10,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-18,batch-2026-09-04,MOCK
2026-08-17T00:00:00Z,/subscriptions/.../aoai-app-checkout,gpt-4.1-prod,gpt-4.1,1301021,697657,1998678,1982,1448.1,4,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-17,batch-2026-09-04,MOCK
2026-08-17T00:00:00Z,/subscriptions/.../aoai-app-search,gpt-4.1-mini-prod,gpt-4.1-mini,84734,32278,117012,4231,2458.4,4,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-17,batch-2026-09-04,MOCK
2026-08-17T00:00:00Z,/subscriptions/.../aoai-app-dsnb,gpt-4.1-mini-prod,gpt-4.1-mini,422081,206966,629047,419,3096.6,17,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-17,batch-2026-09-04,MOCK
2026-08-16T00:00:00Z,/subscriptions/.../aoai-app-checkout,gpt-4.1-mini-prod,gpt-4.1-mini,245433,120973,366406,1167,3176.5,17,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-16,batch-2026-09-04,MOCK
2026-08-16T00:00:00Z,/subscriptions/.../aoai-app-search,gpt-4.1-mini-prod,gpt-4.1-mini,1473042,824450,2297492,4376,1588.3,1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-16,batch-2026-09-04,MOCK
2026-08-16T00:00:00Z,/subscriptions/.../aoai-app-dsnb,gpt-4.1-prod,gpt-4.1,531267,358801,890068,4049,2805.5,12,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-16,batch-2026-09-04,MOCK
2026-08-15T00:00:00Z,/subscriptions/.../aoai-app-checkout,gpt-4.1-prod,gpt-4.1,1285323,799276,2084599,4819,522.5,4,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-15,batch-2026-09-04,MOCK
2026-08-15T00:00:00Z,/subscriptions/.../aoai-app-search,gpt-4.1-prod,gpt-4.1,1050637,637046,1687683,786,1134.8,17,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-15,batch-2026-09-04,MOCK
2026-08-15T00:00:00Z,/subscriptions/.../aoai-app-dsnb,gpt-4.1-prod,gpt-4.1,590656,221855,812511,158,2107.4,3,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-15,batch-2026-09-04,MOCK
2026-08-14T00:00:00Z,/subscriptions/.../aoai-app-checkout,gpt-4.1-mini-prod,gpt-4.1-mini,836494,469957,1306451,2687,1549.2,3,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-14,batch-2026-09-04,MOCK
2026-08-14T00:00:00Z,/subscriptions/.../aoai-app-search,gpt-4.1-mini-prod,gpt-4.1-mini,943536,528974,1472510,2177,1062.3,17,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-14,batch-2026-09-04,MOCK
2026-08-14T00:00:00Z,/subscriptions/.../aoai-app-dsnb,gpt-4.1-prod,gpt-4.1,1234199,550770,1784969,2357,3472.9,12,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-14,batch-2026-09-04,MOCK
2026-08-13T00:00:00Z,/subscriptions/.../aoai-app-checkout,gpt-4.1-mini-prod,gpt-4.1-mini,916602,477404,1394006,4667,1792.1,11,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-13,batch-2026-09-04,MOCK
2026-08-13T00:00:00Z,/subscriptions/.../aoai-app-search,gpt-4.1-prod,gpt-4.1,582210,404870,987080,4832,1336.4,12,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-13,batch-2026-09-04,MOCK
2026-08-13T00:00:00Z,/subscriptions/.../aoai-app-dsnb,gpt-4.1-mini-prod,gpt-4.1-mini,1432616,498026,1930642,1982,1673.8,5,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-13,batch-2026-09-04,MOCK
2026-08-12T00:00:00Z,/subscriptions/.../aoai-app-checkout,gpt-4.1-mini-prod,gpt-4.1-mini,499751,251543,751294,2872,2842.8,19,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-12,batch-2026-09-04,MOCK
2026-08-12T00:00:00Z,/subscriptions/.../aoai-app-search,gpt-4.1-mini-prod,gpt-4.1-mini,387092,176375,563467,143,2854.4,4,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-12,batch-2026-09-04,MOCK
2026-08-12T00:00:00Z,/subscriptions/.../aoai-app-dsnb,gpt-4.1-prod,gpt-4.1,1308805,620571,1929376,624,1068.2,11,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-12,batch-2026-09-04,MOCK
2026-08-11T00:00:00Z,/subscriptions/.../aoai-app-checkout,gpt-4.1-mini-prod,gpt-4.1-mini,1327226,418211,1745437,3248,3271.3,12,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-11,batch-2026-09-04,MOCK
2026-08-11T00:00:00Z,/subscriptions/.../aoai-app-search,gpt-4.1-prod,gpt-4.1,1302990,420846,1723836,1535,2313.0,14,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-11,batch-2026-09-04,MOCK
2026-08-11T00:00:00Z,/subscriptions/.../aoai-app-dsnb,gpt-4.1-mini-prod,gpt-4.1-mini,473010,302833,775843,4344,1143.8,1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-11,batch-2026-09-04,MOCK
2026-08-10T00:00:00Z,/subscriptions/.../aoai-app-checkout,gpt-4.1-mini-prod,gpt-4.1-mini,1340146,492896,1833042,395,1387.1,20,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-10,batch-2026-09-04,MOCK
2026-08-10T00:00:00Z,/subscriptions/.../aoai-app-search,gpt-4.1-mini-prod,gpt-4.1-mini,380185,127262,507447,2360,2772.9,11,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-10,batch-2026-09-04,MOCK
2026-08-10T00:00:00Z,/subscriptions/.../aoai-app-dsnb,gpt-4.1-prod,gpt-4.1,900292,481144,1381436,4341,250.7,2,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-10,batch-2026-09-04,MOCK
2026-08-09T00:00:00Z,/subscriptions/.../aoai-app-checkout,gpt-4.1-mini-prod,gpt-4.1-mini,1202579,497624,1700203,4680,3219.5,11,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-09,batch-2026-09-04,MOCK
2026-08-09T00:00:00Z,/subscriptions/.../aoai-app-search,gpt-4.1-prod,gpt-4.1,629878,245978,875856,1693,1700.7,12,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-09,batch-2026-09-04,MOCK
2026-08-09T00:00:00Z,/subscriptions/.../aoai-app-dsnb,gpt-4.1-mini-prod,gpt-4.1-mini,597582,221113,818695,4247,551.3,2,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-09,batch-2026-09-04,MOCK
2026-08-08T00:00:00Z,/subscriptions/.../aoai-app-checkout,gpt-4.1-prod,gpt-4.1,762960,517901,1280861,4304,3357.1,17,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-08,batch-2026-09-04,MOCK
2026-08-08T00:00:00Z,/subscriptions/.../aoai-app-search,gpt-4.1-prod,gpt-4.1,978553,671700,1650253,4713,1796.0,7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-08,batch-2026-09-04,MOCK
2026-08-08T00:00:00Z,/subscriptions/.../aoai-app-dsnb,gpt-4.1-prod,gpt-4.1,1012274,579666,1591940,4907,3044.7,15,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-08,batch-2026-09-04,MOCK
2026-08-07T00:00:00Z,/subscriptions/.../aoai-app-checkout,gpt-4.1-mini-prod,gpt-4.1-mini,590687,193167,783854,1905,2433.8,7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-07,batch-2026-09-04,MOCK
2026-08-07T00:00:00Z,/subscriptions/.../aoai-app-search,gpt-4.1-prod,gpt-4.1,914919,624137,1539056,4331,1967.7,8,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-07,batch-2026-09-04,MOCK
2026-08-07T00:00:00Z,/subscriptions/.../aoai-app-dsnb,gpt-4.1-mini-prod,gpt-4.1-mini,652489,220021,872510,2901,450.9,5,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-07,batch-2026-09-04,MOCK
2026-08-06T00:00:00Z,/subscriptions/.../aoai-app-checkout,gpt-4.1-prod,gpt-4.1,708238,312626,1020864,4799,1088.0,6,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-06,batch-2026-09-04,MOCK
2026-08-06T00:00:00Z,/subscriptions/.../aoai-app-search,gpt-4.1-prod,gpt-4.1,468731,184654,653385,2082,3080.1,6,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-06,batch-2026-09-04,MOCK
2026-08-06T00:00:00Z,/subscriptions/.../aoai-app-dsnb,gpt-4.1-mini-prod,gpt-4.1-mini,475232,301285,776517,3016,714.8,3,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-06,batch-2026-09-04,MOCK
2026-08-05T00:00:00Z,/subscriptions/.../aoai-app-checkout,gpt-4.1-mini-prod,gpt-4.1-mini,214600,122391,336991,4135,2225.6,17,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-08-05,batch-2026-09-04,MOCK
