date,product,sku,model,modelMultiplier,quantity,unitType,pricePerUnit,grossAmount,discountAmount,netAmount,organizationName,repositoryName,username,_ingested_at,_source_system,_source_api,_watermark,_batch_id,_data_class
2026-08-06,copilot,copilot_premium_request,gpt-4.1,1,31,premium_request,0.04,1.24,0.062,1.178,contoso,contoso/platform,aisha-rahman,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-06,batch-2026-09-04,MOCK
2026-08-06,copilot,copilot_premium_request,claude-sonnet-4.5,1,2,premium_request,0.04,0.08,0.004,0.076,contoso,contoso/checkout,dev-patel,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-06,batch-2026-09-04,MOCK
2026-08-06,copilot,copilot_premium_request,o3,10,45,premium_request,0.04,18.0,0.9,17.1,contoso,contoso/search,jenny-oyelaran,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-06,batch-2026-09-04,MOCK
2026-08-07,copilot,copilot_premium_request,code-review,13,57,premium_request,0.04,29.64,1.482,28.158,contoso,contoso/checkout,kim-arroyo,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-07,batch-2026-09-04,MOCK
2026-08-07,copilot,copilot_premium_request,claude-sonnet-4.5,1,48,premium_request,0.04,1.92,0.096,1.824,contoso,contoso/checkout,robin-hale,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-07,batch-2026-09-04,MOCK
2026-08-07,copilot,copilot_premium_request,code-review,13,3,premium_request,0.04,1.56,0.078,1.482,contoso,contoso/checkout,sam-chen,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-07,batch-2026-09-04,MOCK
2026-08-07,copilot,copilot_premium_request,gpt-4.1,1,50,premium_request,0.04,2.0,0.1,1.9,contoso,contoso/platform,dev-patel,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-07,batch-2026-09-04,MOCK
2026-08-08,copilot,copilot_premium_request,code-review,13,39,premium_request,0.04,20.28,1.014,19.266,contoso,contoso/search,kim-arroyo,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-08,batch-2026-09-04,MOCK
2026-08-08,copilot,copilot_premium_request,gpt-4.1,1,53,premium_request,0.04,2.12,0.106,2.014,contoso,contoso/search,dev-patel,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-08,batch-2026-09-04,MOCK
2026-08-08,copilot,copilot_premium_request,code-review,13,18,premium_request,0.04,9.36,0.468,8.892,contoso,contoso/search,jenny-oyelaran,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-08,batch-2026-09-04,MOCK
2026-08-08,copilot,copilot_premium_request,code-review,13,46,premium_request,0.04,23.92,1.196,22.724,contoso,contoso/platform,sam-chen,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-08,batch-2026-09-04,MOCK
2026-08-09,copilot,copilot_premium_request,o3,10,1,premium_request,0.04,0.4,0.02,0.38,contoso,contoso/search,jenny-oyelaran,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-09,batch-2026-09-04,MOCK
2026-08-09,copilot,copilot_premium_request,code-review,13,13,premium_request,0.04,6.76,0.338,6.422,contoso,contoso/search,kim-arroyo,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-09,batch-2026-09-04,MOCK
2026-08-09,copilot,copilot_premium_request,o3,10,9,premium_request,0.04,3.6,0.18,3.42,contoso,contoso/platform,robin-hale,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-09,batch-2026-09-04,MOCK
2026-08-09,copilot,copilot_premium_request,o3,10,38,premium_request,0.04,15.2,0.76,14.44,contoso,contoso/platform,aisha-rahman,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-09,batch-2026-09-04,MOCK
2026-08-10,copilot,copilot_premium_request,code-review,13,9,premium_request,0.04,4.68,0.234,4.446,contoso,contoso/platform,kim-arroyo,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-10,batch-2026-09-04,MOCK
2026-08-10,copilot,copilot_premium_request,code-review,13,37,premium_request,0.04,19.24,0.962,18.278,contoso,contoso/search,jenny-oyelaran,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-10,batch-2026-09-04,MOCK
2026-08-10,copilot,copilot_premium_request,gpt-4.1,1,48,premium_request,0.04,1.92,0.096,1.824,contoso,contoso/search,robin-hale,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-10,batch-2026-09-04,MOCK
2026-08-10,copilot,copilot_premium_request,gpt-4.1,1,33,premium_request,0.04,1.32,0.066,1.254,contoso,contoso/platform,aisha-rahman,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-10,batch-2026-09-04,MOCK
2026-08-11,copilot,copilot_premium_request,claude-sonnet-4.5,1,28,premium_request,0.04,1.12,0.056,1.064,contoso,contoso/search,dev-patel,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-11,batch-2026-09-04,MOCK
2026-08-11,copilot,copilot_premium_request,gpt-4.1,1,60,premium_request,0.04,2.4,0.12,2.28,contoso,contoso/platform,kim-arroyo,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-11,batch-2026-09-04,MOCK
2026-08-11,copilot,copilot_premium_request,code-review,13,6,premium_request,0.04,3.12,0.156,2.964,contoso,contoso/platform,aisha-rahman,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-11,batch-2026-09-04,MOCK
2026-08-11,copilot,copilot_premium_request,claude-sonnet-4.5,1,24,premium_request,0.04,0.96,0.048,0.912,contoso,contoso/search,robin-hale,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-11,batch-2026-09-04,MOCK
2026-08-12,copilot,copilot_premium_request,claude-sonnet-4.5,1,14,premium_request,0.04,0.56,0.028,0.532,contoso,contoso/checkout,sam-chen,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-12,batch-2026-09-04,MOCK
2026-08-12,copilot,copilot_premium_request,claude-sonnet-4.5,1,20,premium_request,0.04,0.8,0.04,0.76,contoso,contoso/search,jenny-oyelaran,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-12,batch-2026-09-04,MOCK
2026-08-12,copilot,copilot_premium_request,code-review,13,54,premium_request,0.04,28.08,1.404,26.676,contoso,contoso/checkout,dev-patel,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-12,batch-2026-09-04,MOCK
2026-08-12,copilot,copilot_premium_request,code-review,13,13,premium_request,0.04,6.76,0.338,6.422,contoso,contoso/checkout,robin-hale,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-12,batch-2026-09-04,MOCK
2026-08-13,copilot,copilot_premium_request,o3,10,56,premium_request,0.04,22.4,1.12,21.28,contoso,contoso/search,robin-hale,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-13,batch-2026-09-04,MOCK
2026-08-13,copilot,copilot_premium_request,o3,10,46,premium_request,0.04,18.4,0.92,17.48,contoso,contoso/search,kim-arroyo,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-13,batch-2026-09-04,MOCK
2026-08-13,copilot,copilot_premium_request,o3,10,56,premium_request,0.04,22.4,1.12,21.28,contoso,contoso/platform,dev-patel,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-13,batch-2026-09-04,MOCK
2026-08-13,copilot,copilot_premium_request,gpt-4.1,1,22,premium_request,0.04,0.88,0.044,0.836,contoso,contoso/search,aisha-rahman,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-13,batch-2026-09-04,MOCK
2026-08-14,copilot,copilot_premium_request,o3,10,8,premium_request,0.04,3.2,0.16,3.04,contoso,contoso/checkout,kim-arroyo,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-14,batch-2026-09-04,MOCK
2026-08-14,copilot,copilot_premium_request,gpt-4.1,1,28,premium_request,0.04,1.12,0.056,1.064,contoso,contoso/platform,sam-chen,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-14,batch-2026-09-04,MOCK
2026-08-14,copilot,copilot_premium_request,code-review,13,31,premium_request,0.04,16.12,0.806,15.314,contoso,contoso/platform,aisha-rahman,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-14,batch-2026-09-04,MOCK
2026-08-14,copilot,copilot_premium_request,gpt-4.1,1,31,premium_request,0.04,1.24,0.062,1.178,contoso,contoso/checkout,dev-patel,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-14,batch-2026-09-04,MOCK
2026-08-15,copilot,copilot_premium_request,o3,10,34,premium_request,0.04,13.6,0.68,12.92,contoso,contoso/search,jenny-oyelaran,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-15,batch-2026-09-04,MOCK
2026-08-15,copilot,copilot_premium_request,claude-sonnet-4.5,1,32,premium_request,0.04,1.28,0.064,1.216,contoso,contoso/platform,aisha-rahman,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-15,batch-2026-09-04,MOCK
2026-08-15,copilot,copilot_premium_request,claude-sonnet-4.5,1,47,premium_request,0.04,1.88,0.094,1.786,contoso,contoso/search,robin-hale,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-15,batch-2026-09-04,MOCK
2026-08-15,copilot,copilot_premium_request,code-review,13,2,premium_request,0.04,1.04,0.052,0.988,contoso,contoso/search,sam-chen,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-15,batch-2026-09-04,MOCK
2026-08-16,copilot,copilot_premium_request,gpt-4.1,1,32,premium_request,0.04,1.28,0.064,1.216,contoso,contoso/checkout,robin-hale,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-16,batch-2026-09-04,MOCK
2026-08-16,copilot,copilot_premium_request,o3,10,8,premium_request,0.04,3.2,0.16,3.04,contoso,contoso/checkout,dev-patel,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-16,batch-2026-09-04,MOCK
2026-08-16,copilot,copilot_premium_request,claude-sonnet-4.5,1,10,premium_request,0.04,0.4,0.02,0.38,contoso,contoso/checkout,jenny-oyelaran,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-16,batch-2026-09-04,MOCK
2026-08-16,copilot,copilot_premium_request,claude-sonnet-4.5,1,8,premium_request,0.04,0.32,0.016,0.304,contoso,contoso/search,sam-chen,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-16,batch-2026-09-04,MOCK
2026-08-17,copilot,copilot_premium_request,gpt-4.1,1,14,premium_request,0.04,0.56,0.028,0.532,contoso,contoso/checkout,jenny-oyelaran,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-17,batch-2026-09-04,MOCK
2026-08-17,copilot,copilot_premium_request,gpt-4.1,1,2,premium_request,0.04,0.08,0.004,0.076,contoso,contoso/checkout,kim-arroyo,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-17,batch-2026-09-04,MOCK
2026-08-17,copilot,copilot_premium_request,gpt-4.1,1,39,premium_request,0.04,1.56,0.078,1.482,contoso,contoso/search,sam-chen,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-17,batch-2026-09-04,MOCK
2026-08-17,copilot,copilot_premium_request,code-review,13,60,premium_request,0.04,31.2,1.56,29.64,contoso,contoso/checkout,dev-patel,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-17,batch-2026-09-04,MOCK
2026-08-18,copilot,copilot_premium_request,code-review,13,2,premium_request,0.04,1.04,0.052,0.988,contoso,contoso/checkout,robin-hale,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-18,batch-2026-09-04,MOCK
2026-08-18,copilot,copilot_premium_request,claude-sonnet-4.5,1,17,premium_request,0.04,0.68,0.034,0.646,contoso,contoso/search,sam-chen,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-18,batch-2026-09-04,MOCK
2026-08-18,copilot,copilot_premium_request,o3,10,2,premium_request,0.04,0.8,0.04,0.76,contoso,contoso/search,dev-patel,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-18,batch-2026-09-04,MOCK
2026-08-18,copilot,copilot_premium_request,o3,10,57,premium_request,0.04,22.8,1.14,21.66,contoso,contoso/search,kim-arroyo,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-18,batch-2026-09-04,MOCK
2026-08-19,copilot,copilot_premium_request,code-review,13,4,premium_request,0.04,2.08,0.104,1.976,contoso,contoso/checkout,jenny-oyelaran,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-19,batch-2026-09-04,MOCK
2026-08-19,copilot,copilot_premium_request,claude-sonnet-4.5,1,25,premium_request,0.04,1.0,0.05,0.95,contoso,contoso/platform,sam-chen,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-19,batch-2026-09-04,MOCK
2026-08-19,copilot,copilot_premium_request,code-review,13,28,premium_request,0.04,14.56,0.728,13.832,contoso,contoso/checkout,dev-patel,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-19,batch-2026-09-04,MOCK
2026-08-19,copilot,copilot_premium_request,gpt-4.1,1,40,premium_request,0.04,1.6,0.08,1.52,contoso,contoso/search,aisha-rahman,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-19,batch-2026-09-04,MOCK
2026-08-20,copilot,copilot_premium_request,gpt-4.1,1,10,premium_request,0.04,0.4,0.02,0.38,contoso,contoso/platform,robin-hale,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-20,batch-2026-09-04,MOCK
2026-08-20,copilot,copilot_premium_request,claude-sonnet-4.5,1,52,premium_request,0.04,2.08,0.104,1.976,contoso,contoso/checkout,dev-patel,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-20,batch-2026-09-04,MOCK
2026-08-20,copilot,copilot_premium_request,code-review,13,13,premium_request,0.04,6.76,0.338,6.422,contoso,contoso/search,sam-chen,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-20,batch-2026-09-04,MOCK
2026-08-20,copilot,copilot_premium_request,o3,10,55,premium_request,0.04,22.0,1.1,20.9,contoso,contoso/checkout,aisha-rahman,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-20,batch-2026-09-04,MOCK
2026-08-21,copilot,copilot_premium_request,gpt-4.1,1,36,premium_request,0.04,1.44,0.072,1.368,contoso,contoso/platform,aisha-rahman,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-21,batch-2026-09-04,MOCK
2026-08-21,copilot,copilot_premium_request,code-review,13,57,premium_request,0.04,29.64,1.482,28.158,contoso,contoso/checkout,kim-arroyo,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-21,batch-2026-09-04,MOCK
2026-08-21,copilot,copilot_premium_request,o3,10,21,premium_request,0.04,8.4,0.42,7.98,contoso,contoso/platform,jenny-oyelaran,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-21,batch-2026-09-04,MOCK
2026-08-21,copilot,copilot_premium_request,claude-sonnet-4.5,1,3,premium_request,0.04,0.12,0.006,0.114,contoso,contoso/platform,dev-patel,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-21,batch-2026-09-04,MOCK
2026-08-22,copilot,copilot_premium_request,gpt-4.1,1,17,premium_request,0.04,0.68,0.034,0.646,contoso,contoso/platform,kim-arroyo,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-22,batch-2026-09-04,MOCK
2026-08-22,copilot,copilot_premium_request,o3,10,51,premium_request,0.04,20.4,1.02,19.38,contoso,contoso/platform,sam-chen,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-22,batch-2026-09-04,MOCK
2026-08-22,copilot,copilot_premium_request,gpt-4.1,1,36,premium_request,0.04,1.44,0.072,1.368,contoso,contoso/checkout,jenny-oyelaran,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-22,batch-2026-09-04,MOCK
2026-08-22,copilot,copilot_premium_request,gpt-4.1,1,50,premium_request,0.04,2.0,0.1,1.9,contoso,contoso/search,dev-patel,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-22,batch-2026-09-04,MOCK
2026-08-23,copilot,copilot_premium_request,gpt-4.1,1,27,premium_request,0.04,1.08,0.054,1.026,contoso,contoso/platform,aisha-rahman,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-23,batch-2026-09-04,MOCK
2026-08-23,copilot,copilot_premium_request,claude-sonnet-4.5,1,12,premium_request,0.04,0.48,0.024,0.456,contoso,contoso/checkout,jenny-oyelaran,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-23,batch-2026-09-04,MOCK
2026-08-23,copilot,copilot_premium_request,code-review,13,45,premium_request,0.04,23.4,1.17,22.23,contoso,contoso/platform,robin-hale,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-23,batch-2026-09-04,MOCK
2026-08-23,copilot,copilot_premium_request,code-review,13,24,premium_request,0.04,12.48,0.624,11.856,contoso,contoso/platform,sam-chen,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-23,batch-2026-09-04,MOCK
2026-08-24,copilot,copilot_premium_request,gpt-4.1,1,20,premium_request,0.04,0.8,0.04,0.76,contoso,contoso/search,kim-arroyo,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-24,batch-2026-09-04,MOCK
2026-08-24,copilot,copilot_premium_request,o3,10,50,premium_request,0.04,20.0,1.0,19.0,contoso,contoso/checkout,sam-chen,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-24,batch-2026-09-04,MOCK
2026-08-24,copilot,copilot_premium_request,code-review,13,48,premium_request,0.04,24.96,1.248,23.712,contoso,contoso/checkout,robin-hale,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-24,batch-2026-09-04,MOCK
2026-08-24,copilot,copilot_premium_request,gpt-4.1,1,24,premium_request,0.04,0.96,0.048,0.912,contoso,contoso/checkout,aisha-rahman,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-24,batch-2026-09-04,MOCK
2026-08-25,copilot,copilot_premium_request,claude-sonnet-4.5,1,40,premium_request,0.04,1.6,0.08,1.52,contoso,contoso/checkout,sam-chen,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-25,batch-2026-09-04,MOCK
2026-08-25,copilot,copilot_premium_request,gpt-4.1,1,35,premium_request,0.04,1.4,0.07,1.33,contoso,contoso/checkout,kim-arroyo,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-25,batch-2026-09-04,MOCK
2026-08-25,copilot,copilot_premium_request,gpt-4.1,1,44,premium_request,0.04,1.76,0.088,1.672,contoso,contoso/checkout,dev-patel,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-25,batch-2026-09-04,MOCK
2026-08-25,copilot,copilot_premium_request,code-review,13,54,premium_request,0.04,28.08,1.404,26.676,contoso,contoso/search,jenny-oyelaran,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-25,batch-2026-09-04,MOCK
2026-08-26,copilot,copilot_premium_request,gpt-4.1,1,32,premium_request,0.04,1.28,0.064,1.216,contoso,contoso/checkout,dev-patel,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-26,batch-2026-09-04,MOCK
2026-08-26,copilot,copilot_premium_request,o3,10,32,premium_request,0.04,12.8,0.64,12.16,contoso,contoso/checkout,robin-hale,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-26,batch-2026-09-04,MOCK
2026-08-26,copilot,copilot_premium_request,gpt-4.1,1,37,premium_request,0.04,1.48,0.074,1.406,contoso,contoso/platform,aisha-rahman,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-26,batch-2026-09-04,MOCK
2026-08-26,copilot,copilot_premium_request,claude-sonnet-4.5,1,40,premium_request,0.04,1.6,0.08,1.52,contoso,contoso/checkout,jenny-oyelaran,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-26,batch-2026-09-04,MOCK
2026-08-27,copilot,copilot_premium_request,gpt-4.1,1,9,premium_request,0.04,0.36,0.018,0.342,contoso,contoso/checkout,jenny-oyelaran,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-27,batch-2026-09-04,MOCK
